date_made_public,city,state,type_of_breach,type_of_organization,total_records,information_source,year_of_breach,latitude,longitude,city_n,state_n,cluster
2007-09-11,Greensburg,PA,STAT,BSR,112000.0,Dataloss DB,2007,40.301458000000004,-79.53892900000001,518,45,19
2007-09-11,Harrisburg,PA,STAT,GOV,2000.0,Dataloss DB,2007,40.2737,-76.88441800000001,545,45,19
2007-09-12,Knoxville,TN,PORT,MED,67000.0,Dataloss DB,2007,35.960638,-83.920739,675,51,3
2007-09-12,Simsbury Center,CT,HACK,BSF,526.0,Dataloss DB,2007,41.88295,-72.81138,1271,7,1
2007-09-13,Reston,VA,HACK,BSO,4500.0,Dataloss DB,2007,38.968721,-77.341096,1145,56,1
2007-09-14,Omaha,IL,HACK,BSF,6300000.0,Dataloss DB,2007,41.254006,-95.999258,1002,18,1
2007-09-14,Cookeville,TN,DISC,EDU,3100.0,Dataloss DB,2007,36.162839,-85.501642,277,51,16
2007-09-14,Ithaca,NY,STAT,EDU,12.0,Dataloss DB,2007,42.443961,-76.50188100000001,628,39,19
2007-09-19,Ann Arbor,MI,PORT,MED,8585.0,Dataloss DB,2007,42.270872,-83.726329,40,28,3
2007-09-21,Columbus,OH,STAT,GOV,3500.0,Dataloss DB,2007,39.961176,-82.99879399999999,269,41,19
2007-09-24,American Fork,UT,PORT,GOV,2000.0,Dataloss DB,2007,40.376895000000005,-111.79576499999999,30,54,25
2007-09-24,Jacksonville,FL,PORT,BSR,111.0,Dataloss DB,2007,30.332184,-81.655651,631,12,22
2007-09-25,Kalispell,MT,HACK,BSO,2297.0,Dataloss DB,2007,48.200531,-114.315102,653,32,1
2007-09-27,Washington,DC,PORT,NGO,0.0,Dataloss DB,2007,38.895112,-77.036366,1450,10,20
2007-09-28,San Francisco,CA,PORT,BSR,800000.0,Dataloss DB,2007,37.77493,-122.419416,1205,5,22
2007-09-28,Bentonville,AR,INSD,BSR,48686.0,Dataloss DB,2007,36.372854,-94.20881700000001,107,2,22
2007-09-28,New York,NY,INSD,MED,90.0,Dataloss DB,2007,40.714353,-74.005973,941,39,8
2007-10-01,Alexandria,VA,PORT,BSF,60.0,Dataloss DB,2007,38.804836,-77.046921,20,56,3
2007-10-02,Arlington,VA,HACK,NGO,14000.0,Dataloss DB,2007,38.890390000000004,-77.08414499999999,49,56,20
2007-10-02,Athens,GA,STAT,MED,1485.0,Dataloss DB,2007,33.960947999999995,-83.377936,58,13,19
2007-10-03,Wesley Chapel,FL,PORT,BSF,246.0,Dataloss DB,2007,28.178611,-82.35055600000001,1465,12,3
2007-10-04,Boston,MA,DISC,GOV,450000.0,Dataloss DB,2007,42.358431,-71.05977299999999,139,25,35
2007-10-08,Iowa City,IA,PORT,EDU,184.0,Dataloss DB,2007,41.661128000000005,-91.530168,620,16,16
2007-10-08,Pittsburgh,PA,PORT,EDU,0.0,Dataloss DB,2007,40.440625,-79.995886,1081,45,16
2007-10-08,Camarillo,CA,PORT,BSO,0.0,Dataloss DB,2007,34.216394,-119.037602,182,5,3
2007-10-08,New York,NY,PORT,BSF,0.0,Dataloss DB,2007,40.714353,-74.005973,941,39,3
2007-10-09,Pembroke,MA,DISC,EDU,0.0,Dataloss DB,2007,42.071490999999995,-70.809207,1059,25,16
2007-10-10,Des Plaines,IL,DISC,BSO,1823.0,Dataloss DB,2007,42.033362,-87.883399,345,18,1
2007-10-10,Wichita,KS,HACK,BSF,20.0,Dataloss DB,2007,37.692236,-97.33754499999999,1503,22,1
2007-10-12,Seattle,WA,PORT,GOV,1400.0,Dataloss DB,2007,47.60621,-122.332071,1244,58,25
2007-10-12,New York,NY,HACK,BSF,276.0,Dataloss DB,2007,40.714353,-74.005973,941,39,1
2007-10-12,San Diego,CA,HACK,BSF,40.0,Dataloss DB,2007,32.715329,-117.157255,1203,5,1
2007-10-13,Bozeman,MT,HACK,EDU,1400.0,Dataloss DB,2007,45.68346,-111.050499,144,32,16
2007-10-15,Arlington,VA,PORT,GOV,3930.0,Dataloss DB,2007,38.890390000000004,-77.08414499999999,49,56,25
2007-10-16,Houston,TX,PORT,BSO,159000.0,Dataloss DB,2007,29.763284000000002,-95.363272,596,52,3
2007-10-17,Boston,MA,PORT,BSR,10000.0,Dataloss DB,2007,42.358431,-71.05977299999999,139,25,22
2007-10-17,Baton Rouge,LA,PORT,EDU,0.0,Dataloss DB,2007,30.450746000000002,-91.154551,85,24,16
2007-10-18,Cincinnati,OH,PORT,EDU,7000.0,Dataloss DB,2007,39.14801,-84.47702,247,41,16
2007-10-18,Jericho,NY,HACK,BSF,5234.0,Dataloss DB,2007,40.792044,-73.53984799999999,642,39,1
2007-10-19,Lantana,FL,PORT,BSR,0.0,Dataloss DB,2007,26.586736,-80.051986,710,12,22
2007-10-23,Charleston,WV,PORT,MED,200000.0,Dataloss DB,2007,38.34982,-81.632623,228,60,3
2007-10-23,St. George,UT,DISC,EDU,11000.0,Dataloss DB,2007,37.104147999999995,-113.58412299999999,1314,54,16
2007-10-23,Lewiston,ME,DISC,EDU,500.0,Dataloss DB,2007,44.100351,-70.214776,730,27,16
2007-10-23,Sarasota,FL,PHYS,BSR,0.0,Dataloss DB,2007,27.336434999999998,-82.530653,1229,12,22
2007-10-23,Elk Grove Village,IL,PORT,MED,0.0,Dataloss DB,2007,42.003918,-87.97034599999999,385,18,3
2007-10-23,La Jolla,CA,PORT,BSR,0.0,Dataloss DB,2007,32.840678000000004,-117.258794,680,5,22
2007-10-24,Dartmouth,MA,HACK,BSO,0.0,Dataloss DB,2007,41.592337,-70.97845600000001,321,25,7
2007-10-25,Akron,OH,PORT,EDU,1200.0,Dataloss DB,2007,41.081445,-81.519005,11,41,16
2007-10-25,Palo Alto,CA,DISC,BSR,0.0,Dataloss DB,2007,37.441883000000004,-122.14301999999999,1038,5,22
2007-10-26,Pleasantville,NY,HACK,BSR,570.0,Dataloss DB,2007,41.138069,-73.78470899999999,1089,39,22
2007-10-28,Lockbourne,OH,HACK,BSR,0.0,Dataloss DB,2007,39.80923,-82.972404,747,41,22
2007-10-29,Boston,MA,DISC,EDU,5098.0,Dataloss DB,2007,42.358431,-71.05977299999999,139,25,16
2007-10-29,Oahu,HI,PORT,GOV,3000.0,Dataloss DB,2007,21.438912,-158.000057,980,15,25
2007-10-29,Springfield,IL,PORT,BSF,737.0,Dataloss DB,2007,39.781721000000005,-89.650148,1310,18,3
2007-10-30,Hartford,CT,PORT,BSF,230000.0,Dataloss DB,2007,41.763711,-72.68509300000001,548,7,3
2007-10-30,Memphis,TN,STAT,MED,75000.0,Dataloss DB,2007,35.149534,-90.04898,827,51,19
2007-10-30,Reno,NV,PORT,EDU,16000.0,Dataloss DB,2007,39.529633000000004,-119.81380300000001,1141,38,16
2007-11-01,New York,NY,PORT,EDU,20000.0,Dataloss DB,2007,40.714269,-74.005973,941,39,16
2007-11-01,Glen Allen,VA,DISC,BSR,652.0,Dataloss DB,2007,37.665978,-77.506374,484,56,22
2007-11-02,Bozeman,MT,PORT,EDU,216.0,Dataloss DB,2007,45.68346,-111.050499,144,32,16
2007-11-02,Bozeman,MT,DISC,EDU,42.0,Dataloss DB,2007,45.68346,-111.050499,144,32,16
2007-11-02,Bozeman,MT,DISC,EDU,13.0,Dataloss DB,2007,45.68346,-111.050499,144,32,16
2007-11-03,Topsham,ME,HACK,BSR,4500.0,Dataloss DB,2007,43.92758,-69.975884,1379,27,22
2007-11-05,Montgomery,AL,DISC,GOV,1554.0,Dataloss DB,2007,32.366805,-86.29996899999999,874,1,35
2007-11-06,Chico,CA,PORT,BSF,0.0,Dataloss DB,2007,39.728494,-121.837478,244,5,3
2007-11-07,Concord,NC,PORT,MED,28000.0,Dataloss DB,2007,35.408752,-80.579511,270,33,3
2007-11-07,Weehawken,NJ,PORT,BSF,3212.0,Dataloss DB,2007,40.768681,-74.018858,1462,36,3
2007-11-07,San Antonio,TX,UNKN,BSF,500.0,Dataloss DB,2007,29.424121999999997,-98.493628,1199,52,1
2007-11-11,Suwanee,GA,STAT,BSR,132.0,Dataloss DB,2007,34.05149,-84.0713,1355,13,19
2007-11-11,Carson City,NV,PORT,GOV,0.0,Dataloss DB,2007,39.163798,-119.767403,203,38,25
2007-11-12,Springfield,IL,PORT,BSF,209.0,Dataloss DB,2007,39.781721000000005,-89.650148,1310,18,3
2007-11-13,New York,NY,STAT,NGO,13000.0,Dataloss DB,2007,40.714353,-74.005973,941,39,20
2007-11-13,Philadelphia,PA,INSD,BSF,0.0,Dataloss DB,2007,39.952335,-75.16378900000001,1069,45,8
2007-11-14,Cambridge,MA,PHYS,EDU,56.0,Dataloss DB,2007,42.372640000000004,-71.10965300000001,183,25,16
2007-11-15,Indianapolis,IN,STAT,MED,12000.0,Dataloss DB,2007,39.767016,-86.156255,614,19,19
2007-11-16,Washington,DC,INSD,GOV,185000.0,Dataloss DB,2007,38.895112,-77.036366,1450,10,8
2007-11-16,Raleigh,NC,PORT,EDU,1886.0,Dataloss DB,2007,35.772096000000005,-78.638615,1123,33,16
2007-11-16,Vineland,NJ,STAT,BSO,0.0,Dataloss DB,2007,39.486227,-75.02573100000001,1427,36,19
2007-11-19,Marshall,TX,DISC,BSO,0.0,Dataloss DB,2007,32.544871,-94.367418,804,52,1
2007-11-20,Foxborough,MA,PHYS,EDU,53.0,Dataloss DB,2007,42.065377000000005,-71.247831,451,25,16
2007-11-21,Gainesville,FL,DISC,EDU,415.0,Dataloss DB,2007,29.651634,-82.324826,470,12,16
2007-11-29,Raritan,NJ,DISC,BSO,4285.0,Dataloss DB,2007,40.569547,-74.632936,1131,36,1
2007-11-30,Boston,MA,UNKN,MED,150000.0,Dataloss DB,2007,42.358431,-71.05977299999999,139,25,1
2007-11-30,Fort Washington,PA,INSD,BSF,44023.0,Dataloss DB,2007,40.138333,-75.191389,444,45,8
2007-12-01,Oakwood,OH,PORT,BSO,600.0,Dataloss DB,2007,39.983128,-81.559845,988,41,3
2007-12-04,Indianapolis,IN,DISC,BSO,3000.0,Dataloss DB,2007,39.767016,-86.156255,614,19,1
2007-12-04,Durham,NC,HACK,EDU,1400.0,Dataloss DB,2007,35.994033,-78.898619,364,33,16
2007-12-05,Duluth,MN,PORT,MED,268000.0,Dataloss DB,2007,46.783273,-92.10657900000001,361,29,3
2007-12-05,Cambridge,MA,PORT,BSO,0.0,Dataloss DB,2007,42.375097,-71.10560799999999,183,25,3
2007-12-06,Oak Ridge,TN,HACK,GOV,12000.0,Dataloss DB,2007,36.010356,-84.269645,983,51,35
2007-12-06,Richmond,VA,HACK,BSR,0.0,Dataloss DB,2007,37.542978999999995,-77.469092,1151,56,22
2007-12-07,Lone Tree,CO,PHYS,GOV,100.0,Dataloss DB,2007,39.5361,-104.896368,753,6,35
2007-12-07,Aurora,CO,DISC,MED,0.0,Dataloss DB,2007,39.729432,-104.83192,62,6,1
2007-12-10,Lakeport,CA,PORT,MED,45000.0,Dataloss DB,2007,39.042951,-122.915829,699,5,3
2007-12-10,Des Moines,IA,PORT,GOV,7000.0,Dataloss DB,2007,41.600545000000004,-93.60910600000001,343,16,25
2007-12-10,Brownsville,TX,UNKN,GOV,0.0,Dataloss DB,2007,25.901747,-97.497484,167,52,35
2007-12-10,Chicago,IL,STAT,BSR,0.0,Dataloss DB,2007,41.878114000000004,-87.629798,243,18,19
2007-12-14,New York,NY,PORT,BSF,22634.0,Dataloss DB,2007,40.714353,-74.005973,941,39,3
2007-12-14,New York,NY,PORT,BSO,0.0,Dataloss DB,2007,40.714269,-74.005973,941,39,3
2007-12-17,Pittsburgh,PA,PORT,MED,42000.0,Dataloss DB,2007,40.440625,-79.995886,1081,45,3
2007-12-18,Harrisburg,PA,PORT,GOV,21000.0,Dataloss DB,2007,40.2737,-76.88441800000001,545,45,25
2007-12-19,Boston,MA,PORT,BSF,8000.0,Dataloss DB,2007,42.358431,-71.05977299999999,139,25,3
2007-12-20,Ann Arbor,MI,HACK,BSR,1500.0,Dataloss DB,2007,42.270872,-83.726329,40,28,22
2007-12-20,Manhattan,NY,PORT,NGO,800.0,Dataloss DB,2007,40.783435,-73.96625,792,39,20
2007-12-20,Watertown,MA,PORT,EDU,400.0,Dataloss DB,2007,42.37093,-71.18283199999999,1454,25,16
2007-12-20,Greenville,SC,HACK,EDU,0.0,Dataloss DB,2007,34.852618,-82.39401,519,49,16
2007-12-20,Lansing,MI,HACK,BSF,0.0,Dataloss DB,2007,42.732535,-84.55553499999999,709,28,1
2007-12-21,Dublin,OH,PORT,BSR,1092.0,Dataloss DB,2007,40.099229,-83.11407700000001,360,41,22
2007-12-21,Columbus,OH,HACK,GOV,270.0,Dataloss DB,2007,39.961176,-82.99879399999999,269,41,35
2007-12-27,Del Mar,CA,STAT,BSF,578.0,Dataloss DB,2007,32.959489000000005,-117.26531499999999,332,5,19
2007-12-28,Nashville,TN,PORT,GOV,337000.0,Dataloss DB,2007,36.165890000000005,-86.78444300000001,917,51,25
2007-12-28,Washington,DC,PORT,GOV,10501.0,Dataloss DB,2007,38.895112,-77.036366,1450,10,25
2007-12-28,St. Paul,MN,PORT,GOV,219.0,Dataloss DB,2007,44.94441,-93.093274,1320,29,25
2008-01-02,Salt Lake City,UT,PORT,BSO,2800.0,Dataloss DB,2008,40.760779,-111.891047,1196,54,3
2008-01-02,Horsham,PA,PORT,BSR,0.0,Dataloss DB,2008,40.178442,-75.128506,593,45,22
2008-01-03,Augusta,GA,STAT,EDU,0.0,Dataloss DB,2008,33.47097,-81.974838,61,13,19
2008-01-04,Atlanta,GA,PORT,BSF,80124.0,Dataloss DB,2008,33.748995,-84.387982,59,13,3
2008-01-04,Mountain View,CA,PORT,MED,5000.0,Dataloss DB,2008,37.386052,-122.083851,898,5,3
2008-01-04,Orange,FL,PORT,GOV,1200.0,Dataloss DB,2008,30.227697999999997,-85.02491500000001,1006,12,25
2008-01-04,Baltimore,MD,DISC,GOV,900.0,Dataloss DB,2008,39.290385,-76.612189,73,26,35
2008-01-05,Austin,TX,DISC,EDU,13.0,Dataloss DB,2008,30.267153000000004,-97.743061,64,52,16
2008-01-05,Las Cruces,NM,PORT,EDU,0.0,Dataloss DB,2008,32.312315999999996,-106.77833700000001,713,37,16
2008-01-05,Philadelphia,PA,INSD,BSF,0.0,Dataloss DB,2008,39.952335,-75.16378900000001,1069,45,8
2008-01-06,Mesa,AZ,PHYS,BSR,30.0,Dataloss DB,2008,33.422269,-111.82263999999999,837,3,22
2008-01-07,Columbus,OH,DISC,EDU,6440.0,Dataloss DB,2008,39.961176,-82.99879399999999,269,41,16
2008-01-07,Charlotte,NC,INSD,EDU,3437.0,Dataloss DB,2008,35.227087,-80.843127,229,33,8
2008-01-07,Binghampton,NY,DISC,BSO,202.0,Dataloss DB,2008,42.624864,-73.768888,121,39,1
2008-01-07,New York,NY,PHYS,BSO,100.0,Dataloss DB,2008,40.714353,-74.005973,941,39,1
2008-01-07,Oceanside,CA,HACK,BSR,0.0,Dataloss DB,2008,33.19587,-117.37948300000001,992,5,22
2008-01-08,Madison,WI,DISC,GOV,260000.0,Dataloss DB,2008,43.073052000000004,-89.40123,781,59,35
2008-01-08,Athens,GA,HACK,EDU,4250.0,Dataloss DB,2008,33.960947999999995,-83.377936,58,13,16
2008-01-08,Chicago,IL,PORT,BSF,150.0,Dataloss DB,2008,41.878114000000004,-87.629798,243,18,3
2008-01-10,Levelland,TX,PHYS,MED,4000.0,Dataloss DB,2008,33.587315999999994,-102.37796,728,52,1
2008-01-10,Baltimore,MD,PHYS,MED,190.0,Dataloss DB,2008,39.290385,-76.612189,73,26,1
2008-01-11,Richmond,VA,INSD,GOV,1500.0,Dataloss DB,2008,37.542978999999995,-77.469092,1151,56,8
2008-01-11,Akron,OH,PORT,EDU,800.0,Dataloss DB,2008,41.081445,-81.519005,11,41,16
2008-01-11,Arlington,VA,DISC,GOV,247.0,Dataloss DB,2008,38.87997,-77.10677,49,56,35
2008-01-11,Iowa City,IA,DISC,EDU,216.0,Dataloss DB,2008,41.661128000000005,-91.530168,620,16,16
2008-01-11,West Richland,WA,INSD,BSF,19.0,Dataloss DB,2008,46.304302,-119.36140900000001,1477,58,8
2008-01-12,Turlock,CA,UNKN,EDU,0.0,Dataloss DB,2008,37.494657000000004,-120.846594,1396,5,16
2008-01-14,Cookeville,TN,PORT,EDU,990.0,Dataloss DB,2008,36.162839,-85.501642,277,51,16
2008-01-14,New York,NY,INSD,BSR,0.0,Dataloss DB,2008,40.714353,-74.005973,941,39,22
2008-01-15,Madison,WI,PHYS,GOV,5000.0,Dataloss DB,2008,43.073052000000004,-89.40123,781,59,35
2008-01-15,Natick,MA,PORT,BSR,156.0,Dataloss DB,2008,42.283333,-71.35,921,25,22
2008-01-15,White Oak,MD,PHYS,GOV,0.0,Dataloss DB,2008,39.039832000000004,-76.993032,1498,26,35
2008-01-15,Mission,TX,PHYS,BSO,0.0,Dataloss DB,2008,26.215907,-98.325293,863,52,1
2008-01-16,Madison,WI,DISC,EDU,205.0,Dataloss DB,2008,43.073052000000004,-89.40123,781,59,16
2008-01-16,Boulder,CO,DISC,BSR,0.0,Dataloss DB,2008,40.014986,-105.270546,141,6,22
2008-01-17,Boston,MA,PORT,BSF,150000.0,Dataloss DB,2008,42.358431,-71.05977299999999,139,25,3
2008-01-18,Fort Collins,CO,DISC,EDU,300.0,Dataloss DB,2008,40.58526,-105.084423,435,6,16
2008-01-18,Corbin,KY,PORT,GOV,0.0,Dataloss DB,2008,36.948699,-84.096876,284,23,25
2008-01-18,Mclean,VA,HACK,BSO,0.0,Dataloss DB,2008,38.934278000000006,-77.17748,818,56,7
2008-01-22,Sioux Falls,SD,INSD,BSF,40.0,Dataloss DB,2008,43.549975,-96.700327,1272,50,8
2008-01-22,Fort Myers,FL,PHYS,MED,0.0,Dataloss DB,2008,26.640628000000003,-81.87230799999999,440,12,1
2008-01-22,Fort Myers,FL,PHYS,BSF,0.0,Dataloss DB,2008,26.640628000000003,-81.87230799999999,440,12,1
2008-01-24,Worcester,MA,PORT,MED,29800.0,Dataloss DB,2008,42.262593,-71.802293,1536,25,3
2008-01-24,Fort Worth,TX,HACK,BSF,0.0,Dataloss DB,2008,32.725409,-97.32085,446,52,1
2008-01-25,Ann Arbor,MI,DISC,BSR,2000.0,Dataloss DB,2008,42.270872,-83.726329,40,28,22
2008-01-25,San Antonio,TX,CARD,BSF,1279.0,Dataloss DB,2008,29.424121999999997,-98.493628,1199,52,1
2008-01-25,University Park,PA,PORT,EDU,677.0,Dataloss DB,2008,40.802006,-77.85639,1408,45,16
2008-01-25,Murray,KY,DISC,EDU,260.0,Dataloss DB,2008,36.610333000000004,-88.314761,905,23,16
2008-01-25,Somerset,NJ,PORT,BSR,91.0,Dataloss DB,2008,40.497603999999995,-74.488487,1281,36,22
2008-01-25,Nashville,TN,PORT,NGO,0.0,Dataloss DB,2008,36.165890000000005,-86.78444300000001,917,51,20
2008-01-28,Baltimore,MD,STAT,BSF,35000.0,Dataloss DB,2008,39.290385,-76.612189,73,26,19
2008-01-28,Indianapolis,IN,HACK,NGO,18432.0,Dataloss DB,2008,39.768377,-86.15804200000001,614,19,20
2008-01-28,Henderson,NV,PHYS,MED,0.0,Dataloss DB,2008,36.033669,-115.00236399999999,561,38,1
2008-01-29,Newark,NJ,PORT,MED,300000.0,Dataloss DB,2008,40.735657,-74.17236700000001,944,36,3
2008-01-29,Washington,DC,PORT,EDU,38000.0,Dataloss DB,2008,38.895112,-77.036366,1450,10,16
2008-01-29,Raleigh,NC,PORT,MED,4733.0,Dataloss DB,2008,35.772096000000005,-78.638615,1123,33,3
2008-01-29,Dublin,OH,DISC,BSR,1006.0,Dataloss DB,2008,40.099229,-83.11407700000001,360,41,22
2008-01-29,Carlsbad,CA,PORT,BSO,1004.0,Dataloss DB,2008,33.158093,-117.350594,198,5,3
2008-01-29,Chester,PA,INSD,BSF,400.0,Dataloss DB,2008,39.849557,-75.355746,239,45,8
2008-01-30,Great Falls,MT,HACK,BSF,226000.0,Dataloss DB,2008,47.500234999999996,-111.300808,506,32,1
2008-01-30,Cerritos,CA,PORT,MED,798.0,Dataloss DB,2008,33.858348,-118.06478700000001,219,5,3
2008-01-30,Dartmouth,MA,DISC,EDU,32.0,Dataloss DB,2008,41.613032000000004,-70.970479,321,25,16
2008-01-31,Minneapolis,MN,PORT,MED,3100.0,Dataloss DB,2008,44.979965,-93.263836,859,29,3
2008-02-01,Washington,DC,PORT,GOV,4000.0,Dataloss DB,2008,38.895112,-77.036366,1450,10,25
2008-02-02,Providence,RI,STAT,NGO,5000.0,Dataloss DB,2008,41.823989000000005,-71.412834,1114,48,20
2008-02-07,South Bend,IN,PORT,MED,4300.0,Dataloss DB,2008,41.683381,-86.250007,1285,19,3
2008-02-08,Louisville,KY,HACK,BSR,0.0,Dataloss DB,2008,38.254238,-85.759407,765,23,22
2008-02-10,Seattle,WA,STAT,BSO,0.0,Dataloss DB,2008,47.60621,-122.332071,1244,58,19
2008-02-11,Arvada,CO,PORT,EDU,2900.0,Dataloss DB,2008,39.802764,-105.087484,52,6,16
2008-02-12,Brookville,NY,PHYS,EDU,30000.0,Dataloss DB,2008,42.921171,-78.21251600000001,165,39,16
2008-02-12,Modesto,CA,PORT,EDU,3500.0,Dataloss DB,2008,37.639097,-120.99687800000001,866,5,16
2008-02-13,Memphis,TN,PORT,MED,321000.0,Dataloss DB,2008,35.149534,-90.04898,827,51,3
2008-02-13,Murfreesboro,TN,STAT,EDU,1500.0,Dataloss DB,2008,35.845621,-86.39027,904,51,19
2008-02-14,Dallas,TX,INSD,MED,37000.0,Dataloss DB,2008,32.802955,-96.76992299999999,313,52,8
2008-02-15,Fullerton,CA,STAT,BSO,40000.0,Dataloss DB,2008,33.870292,-117.92533799999998,467,5,19
2008-02-15,Carthage,MO,PHYS,NGO,2000.0,Dataloss DB,2008,37.176446999999996,-94.310223,204,30,20
2008-02-15,Lexington,KY,DISC,BSO,0.0,Dataloss DB,2008,37.988689,-84.477715,731,23,1
2008-02-16,College Station,TX,DISC,EDU,3000.0,Dataloss DB,2008,30.627977,-96.334407,262,52,16
2008-02-18,Ft. Lauderdale,FL,PHYS,BSF,0.0,Dataloss DB,2008,26.122308,-80.14337900000001,464,12,1
2008-02-25,Charlotte,NC,PHYS,GOV,400.0,Dataloss DB,2008,35.227087,-80.843127,229,33,35
2008-02-27,Rancho Cordova,CA,DISC,MED,103000.0,Dataloss DB,2008,38.589071999999994,-121.302728,1124,5,1
2008-02-29,Wellesley,MA,PHYS,GOV,480.0,Dataloss DB,2008,42.296486,-71.29255699999999,1463,25,35
2008-03-03,Northfield,IL,PORT,BSO,20000.0,Dataloss DB,2008,42.09975,-87.780897,970,18,3
2008-03-03,Denver,CO,PORT,MED,8800.0,Dataloss DB,2008,39.739154,-104.984703,338,6,3
2008-03-05,Carson City,NV,PORT,GOV,109.0,Dataloss DB,2008,39.163798,-119.767403,203,38,25
2008-03-06,Prineville,OR,HACK,MED,11500.0,Dataloss DB,2008,44.299849,-120.83446599999999,1113,44,1
2008-03-08,Los Angeles,CA,HACK,BSO,5000.0,Dataloss DB,2008,34.052234000000006,-118.24368500000001,759,5,1
2008-03-10,Buffalo,NY,PORT,MED,40000.0,Dataloss DB,2008,42.886447,-78.87836899999999,169,39,3
2008-03-12,Cambridge,MA,HACK,EDU,6600.0,Dataloss DB,2008,42.375097,-71.10560799999999,183,25,16
2008-03-13,Salt Lake City,UT,PORT,MED,4800.0,Dataloss DB,2008,40.760779,-111.891047,1196,54,3
2008-03-15,Salt Lake City,UT,HACK,GOV,500.0,Dataloss DB,2008,40.760779,-111.891047,1196,54,35
2008-03-17,Portland,ME,HACK,BSF,4200000.0,Dataloss DB,2008,43.661471,-70.255326,1100,27,1
2008-03-17,Binghamton,NY,DISC,EDU,300.0,Dataloss DB,2008,42.098687,-75.917974,122,39,16
2008-03-19,Baltimore,MD,DISC,MED,74256.0,Dataloss DB,2008,39.290385,-76.612189,73,26,1
2008-03-19,Los Angeles,CA,INSD,MED,900.0,Dataloss DB,2008,34.052234000000006,-118.24368500000001,759,5,8
2008-03-19,Flint,MI,PHYS,BSO,0.0,Dataloss DB,2008,43.012527,-83.68745600000001,425,28,1
2008-03-20,Newton,MA,HACK,EDU,20000.0,Dataloss DB,2008,42.337041,-71.209221,949,25,16
2008-03-21,Birmingham,AL,INSD,BSF,1000000.0,Dataloss DB,2008,33.520661,-86.80249,123,1,8
2008-03-21,Cranston,RI,PORT,GOV,1400.0,Dataloss DB,2008,41.779823,-71.43728,301,48,25
2008-03-22,Santa Clara,CA,PORT,BSO,51000.0,Dataloss DB,2008,37.354108000000004,-121.95523600000001,1220,5,3
2008-03-22,Cullowhee,NC,HACK,EDU,555.0,Dataloss DB,2008,35.313711,-83.17653299999999,308,33,16
2008-03-24,Bethesda,MD,PORT,GOV,4359.0,Dataloss DB,2008,38.980666,-77.100256,112,26,25
2008-03-26,Coconut Creek,FL,HACK,EDU,38000.0,Dataloss DB,2008,26.251748,-80.178935,258,12,16
2008-03-28,Yellow Springs,OH,HACK,EDU,70000.0,Dataloss DB,2008,39.806449,-83.886874,1540,41,16
2008-03-28,Boston,MA,DISC,NGO,140.0,Dataloss DB,2008,42.358431,-71.05977299999999,139,25,20
2008-03-29,Atlanta,GA,PORT,GOV,0.0,Dataloss DB,2008,33.748995,-84.387982,59,13,25
2008-03-31,Roanoke,VA,HACK,BSR,56000.0,Dataloss DB,2008,37.27097,-79.941427,1161,56,22
2008-04-01,Ludlow,VT,HACK,BSO,28168.0,Dataloss DB,2008,43.395906,-72.700652,773,57,1
2008-04-04,Irvine,CA,UNKN,EDU,7000.0,Dataloss DB,2008,33.669465,-117.82311100000001,622,5,16
2008-04-07,New York,NY,PORT,BSO,800.0,Dataloss DB,2008,40.714269,-74.005973,941,39,3
2008-04-08,Indianapolis,IN,DISC,BSO,128000.0,Dataloss DB,2008,39.767016,-86.156255,614,19,1
2008-04-08,Atlanta,GA,DISC,MED,71000.0,Dataloss DB,2008,33.748995,-84.387982,59,13,1
2008-04-10,Joliet,IL,HACK,EDU,0.0,Dataloss DB,2008,41.525031,-88.081725,647,18,16
2008-04-11,New York,NY,INSD,MED,49841.0,Dataloss DB,2008,40.714269,-74.005973,941,39,8
2008-04-12,West Seneca,NY,HACK,EDU,1800.0,Dataloss DB,2008,42.850059,-78.799755,1479,39,16
2008-04-13,Toledo,OH,DISC,EDU,6488.0,Dataloss DB,2008,41.663938,-83.555212,1375,41,16
2008-04-14,Danbury,NC,STAT,EDU,800.0,Dataloss DB,2008,36.409304999999996,-80.205883,317,33,19
2008-04-15,Los Angeles,CA,UNKN,BSF,0.0,Dataloss DB,2008,34.052234000000006,-118.24368500000001,759,5,1
2008-04-16,Charlottesville,VA,PORT,EDU,7000.0,Dataloss DB,2008,38.029306,-78.476678,230,56,16
2008-04-17,Miami,FL,PORT,MED,2100000.0,Dataloss DB,2008,25.774266,-80.193659,841,12,3
2008-04-19,Indianapolis,IN,STAT,BSO,700000.0,Dataloss DB,2008,39.767016,-86.156255,614,19,19
2008-04-22,Denver,CO,PORT,NGO,200000.0,Dataloss DB,2008,39.739154,-104.984703,338,6,20
2008-04-22,Amherst,MA,HACK,MED,0.0,Dataloss DB,2008,42.380368,-72.523143,32,25,1
2008-04-22,Brookings,SD,HACK,BSF,0.0,Dataloss DB,2008,44.311357,-96.798388,161,50,1
2008-04-23,New Haven,CT,HACK,EDU,11000.0,Dataloss DB,2008,41.308153000000004,-72.928158,933,7,16
2008-04-23,Tyler,TX,DISC,MED,2000.0,Dataloss DB,2008,32.351259999999996,-95.301062,1401,52,1
2008-04-24,Denville,NJ,DISC,BSO,530.0,Dataloss DB,2008,40.892321,-74.477378,339,36,1
